PartID,PartCode,PartName,Brand,Description
770,SPM-HEM-045,AC Pump,Sofabex,-
771,SPM-HEM-013,"Check Valve 3/4"" STL",P-General,THKB20A DR-07-62
772,SPM-HEM-014,"Check Valve 1"" STL",P-General,THKB25A G9-10-51
773,SPM-HEM-015,Mechanical Seal P50,P-General,50L
774,SPM-HEM-019,Mechanical Seal P30,P-General,30L
775,SPM-HEM-050,Turbide Screen P30,P-General,P30
776,SPM-HEM-052,Grinding Disc 20L,P-General,20L Z-118
777,SPM-HEM-053,Grinding Disc P50,P-General,P50
778,SPM-HEM-054,Front Plate 50L,P-General,"Z112,Z113"
779,SPM-HEM-055,Oil Seal Z115,P-General,60 x 75 x 8
780,SPM-HEM-056,Meter Range 0-1500,Fotek,DRM-24TH-220V
781,SPM-HEM-057,Meter Range 0-2000,Fotek,DRM-24TH-220V
782,SPM-HEM-003,Milling disc P4,P-General,Ø 120 x 18T
783,SPM-HEM-100,Outer Turbine,P-General,P-30 (Z-114)
784,SPM-HEM-104,Mechanical Seal P50,P-General,50L
785,SPM-HEM-105,Mechanical Seal P30,P-General,30L
786,SPM-HEM-107,Mechanical Seal P20,P-General,20L
787,SPM-HEM-108,Flow sensor for lubricant,P-General,-
788,SPM-HEM-110,Flow Sensor for Chiller,P-General,SIKA 1 BSP female 25mm.
789,SPM-HEM-111,Spring,P-General,-
790,SPM-HEM-094,Sight glass,P.General,-
791,SPM-HEM-087,Front plate with cooling staror P-30,P.General,P-30
792,SPM-HEM-088,Buttom plate with cooling stator P-30,P.General,P-30
793,SPM-HEM-089,Buttom plate with cooling stator P-20,P.General,P-20
794,SPM-HEM-090,Pressure transmitter,P.General,7MF1567-3BE00-1AA1
795,SPM-HEM-091,Temperature gauge for coolling,P.General,HYD-932-002-050-004
796,SPM-HEM-092,Temperature sensor product & lubricant,P.General,PT100
797,SPM-HEM-098,Digital scale meter,FOTEK,DRM-24TN
798,SPM-HEM-096,Front plate with cooling staror P-20,P.General,P-20
799,SPM-MCY-168,Modular Belt,Phat Flourish,YS100-1
800,SPM-MC4-163,Modular Belt,Phat Flourish,PF2540 Series with Tab
801,SPM-WAS-016,"Diaphragm Pump 2""",Versa Matic,E2AA2R229C-ATEX
802,SPM-RHK-053,Inverter,ABB,0.37kW ACS150-03E-02A4-2
803,SPM-HSS-001,Impeller Dai 150,Platinum Engineering,Dai 150 Shaft Dai 31.75
804,SPM-HSS-002,Impeller,,ID38xOD170
805,SPM-COB-016,Double Actuator,Nutork,Nutork NKD-075
806,SPM-PRE-041,Pneumatic valve Actuator,Pneumax,DAN0360411S
807,SPM-PRE-011,Solenoid Valve,CAMOZZI,NA54N-15-02
808,SPM-NAU-021,SUS Flexible Hose,Premium Flex,"1/2"" x 380 mm."
809,SPM-RHK-056,Fabric Expansion Joint,Premium Flex,Size : OD400 x ID300 x L 250 mm.
810,SPM-CAL-033,Safety Relay,Pilz,"PNOZ X3, 230V ac/dc, 24 V"
811,SPM-MC6-188,Sensor Cable,RS Component,7000-08121-6300500
812,SPM-TRN-017,Noise Filter,RS Component,FN2030-10-06
813,SPM-TRN-018,Power Supply,RS Component,24VDC DRL-24V240W1EN
814,SPM-TRN-019,Safety Relay,RS Component,PNOZ 750104
815,SPM-COB-082,Relay,,G6B-114PUS 24DC
816,SPM-COB-070,Vacuum Hood Seal Combo Coater (-),S.W. Support,Vacuum Hood Seal Combo Coater (-)
817,SPM-COB-049,Upper Hood Seal for Blow Station,S.W. Support,OD256xID196xt20
818,SPM-COB-091,Inverter X-105,Mitsubishi,FR-D720-0.4K 240V
819,SPM-COB-058,"Gasket 1/2"" 150#RF",Masterpac-Asia,RY62-05-1665
820,SPM-COB-059,"Gasket 1"" 150#RF",Masterpac-Asia,RY62-05-1515
821,SPM-COB-060,"Gasket 1-1/2"" 150#RF",Masterpac-Asia,RY62-05-1515
822,SPM-COB-061,"Gasket 4"" 150#RF",Masterpac-Asia,RY62-05-1515
823,SPM-SCR-033,Electropneumatic Positioner,Samson,IP 8384-3 EN (3730-3)
824,SPM-MC4-141,Temperature sensor,Sangchai Meter,TA2512
825,SPM-HEM-097,Pulse meter,DIGICON,PM-05-4N
826,SPM-MC6-009,Inductive Sensor,IFM,IGC204
827,SPM-SCR-034,Electropneumatic Positioner,Samson,IP 8384-3 EN (3730-3)
828,SPM-COM-059,Inductive Sensor,fim,IV5004
829,SPM-MC6-003,Capacitive Sensor,IFM,KQ6005
830,SPM-SCR-054,Thermocouple,SCMA,"RB-30,6x100mm. PT100 SK"
831,SPM-COM-034,Cable Connection,SCMA,EVC075
832,SPM-MC4-042,Binary lavel sensor,IFM,LMACE-A12E/QSKG/0/US
833,SPM-COM-015,Power Supply,AC-DC,C-250-24
834,SPM-WAS-035,Pump,GRUNDFOS,CR 5-11 A-FGJ-A-E-HQQE C/W 2.2 KW
835,SPM-MC4-166,DI Module,Siemens,6ES7131-6BF01-0BA0
836,SPM-MC4-167,AI Module,Siemens,6ES7134-6GD01-0BA1
837,SPM-MC4-168,AI Module,Siemens,6ES7134-6HD01-0BA1
838,SPM-MC4-169,Weighing Module,Siemens,7MH4138-6AA00-0BA0
839,SPM-MC4-170,IO Link Module,Siemens,6ES7137-6BD00-0BA0
840,SPM-MC4-171,DO Module,Siemens,6ES7132-6BF01-0BA0
841,SPM-MC4-172,AO Module,Siemens,6ES7135-6GB00-0BA1
842,SPM-MC4-173,Base Unit,Siemens,6ES7193-6BP20-0BA0
843,SPM-MC6-077,Servo Motor,Siemens,1FK7042-5AF7 1-1FH0
844,SPM-MCY-051,Central Processing Unit,Siemens,S7-1500 CPU 1513F-1PN
845,SPM-MCY-056,Simotion Drive Based,Siemens,6AU1410-2AD00-0AA0
846,SPM-MCY-058,Connector,Siemens,6ES7 592-1AM00-0XB0
847,SPM-MC6-134,Double Motor Module,Siemens,6SL3120-2TE13-0AD0
848,SPM-MC6-139,Sinamics G110 CPM110,Siemens,6SL3211-0AB12-5BA1
849,SPM-MC6-140,Sinamics Control Unit CU240S DP F,Siemens,6SL3244-0BA21-1PA0
850,SPM-MC6-141,Sinamics Control Unit CU240S DP F,Siemens,6SL3040-0MA00-0AA1
851,SPM-RHK-032,Digital Out put Module,Siemens,6ES7 322-1BL00-0AA0
852,SPM-MC6-143,Digital input module,Siemens,F-DI 16x24VDC
853,SPM-MC4-142,Digital output Module,Siemens,F-DQ 8x24VDC/2A/PPM
854,SPM-MC4-135,Analog input module,Siemens,AI 2xU/I 2-/4-Wire HF
855,SPM-MC4-136,Analog input module,Siemens,AI 4xU/I 2-/2-Wire ST
856,SPM-MC4-137,Digital input module,Siemens,DI 8x24VDC ST
857,SPM-MC4-138,BUS Adaptor,Siemens,BA 2xRJ45
858,SPM-MC4-139,Trerminal Module TM15,Siemens,Supply 24VDC / 0.15A 24 DI/O
859,SPM-STM-005,Couter,Siemens,H7CX-A-N
860,SPM-COM-057,Power Meter PAC3220,Siemens,7KM3220-0BA01-1DA0
861,SPM-MC4-055,Servo Motor,Siemens,3000-02-25 00:00:00
862,SPM-MC4-111,Power Connector,Siemens,6FX2003-OLU00
863,SPM-MC6-024,Power Module 250,Siemens,6SL3225-0BE25-5AA1
864,SPM-MC6-021,Double Motor Module,Siemens,6SL3120-2TE13-0AA4
865,SPM-MC6-031,Digital Output Module,Siemens,4/8 F-DO DC24V/2A
866,SPM-MC6-028,SINAMIC G110,Siemens,6SL3211-0AB12-5BA1
867,SPM-MC6-029,Control Unit 240,Siemens,6SL3224-0BA21-1PA0
868,SPM-MC6-012,Digital Input Module,Siemens,4 DI DC24V ST
869,SPM-MC6-013,Digital Output Module,Siemens,4 DO DC24V/0.5A ST
870,SPM-MC6-014,Digital Input,Siemens,4/8 F-DI DC24V
871,SPM-MC6-015,Power Module,Siemens,PM-E DC24..48V/AC24..230V
872,SPM-MC6-016,Analog Output Module,Siemens,2 AO U ST
873,SPM-MC6-017,Analog Input Module,Siemens,2 AI I 4WIRE ST
874,SPM-MC6-018,Relay Output Module,Siemens,1F-RO DC24/AC24-230V/5A
875,SPM-MC6-144,Adapter Cable for Motor,Siemens,6SL3162-2ME01-0AC0
876,SPM-MC4-148,Sitop Modular,Siemens,6EP1437-3BA00 24V/40A
877,SPM-HEM-060,Grinding Disc P20,SKS,P20
878,SPM-WAS-028,Silencer,SMC,AN600-10
879,SPM-MC6-161,Silencer,SMC,AN500-06
880,SPM-PRE-044,Air Cylinder,SMC,MDBC80-150Z
881,SPM-RHK-052,Air Cylinder,SMC,MGPL25-175Z-M9BWL
882,SPM-PRE-075,Bearing,FAG,UCFL204-J7
883,SPM-HEM-112,Belt,LEONE,B82 LEONE
884,SPM-AIR-001,V-Belt,BANDO,SP-RAF 3305 12.5x800 La
885,SPM-AIR-002,V-Belt,BANDO,SP-RAF 3355 12.5x925 La
886,SPM-NAU-010,Oil Seal 35x62x10,SMC,TF 35x62x10
887,SPM-NAU-011,Bearing 6207-2RS1/C3,SMC,6207-2RS1/C3
888,SPM-NAU-012,Oil Seal 38x62x8,SMC,TE 38x62x8
889,SPM-RHK-024,Belt 6x280,Bando,6x280 BANDO
890,SPM-RHK-025,Belt 6x300,Bando,6x300 BANDO
891,SPM-WAS-017,"Submersible Pump 2""",Mitsubishi,SSP-405SA
892,SPM-COM-062,Oil seal,SOG,50x80x10
893,SPM-RHK-033,Belt,Sriracha Mongkolchai,VC6 x 290 La
894,SPM-RHK-034,Belt,Sriracha Mongkolchai,VC6 x 330 La
895,SPM-RHK-035,Belt,Sriracha Mongkolchai,VC6 x 340 La
896,SPM-PRE-073,V-Belt,BANDO,3V-475
897,SPM-DUS-002,V-Belt,BANDO,A67
898,SPM-SCB-009,V-Belt,BANDO,B65
899,SPM-CAL-030,OptiBelt,-,C-63 (1658x22x160Li C63)
900,SPM-PRE-062,Bearing,SCHAEFFLER,GE 35-DO-HLN
901,SPM-MC4-120,Bearing,NKF,6201-2Z/C3
902,SPM-HEM-066,Oil Seal 40x60x10,Sriracha Mongkolchai,TE 40x60x10
903,SPM-HEM-067,Bearing NJ208,Sriracha Mongkolchai,NJ208-E-XL-TVP2
904,SPM-HEM-068,Bearing 6207-2Z,Sriracha Mongkolchai,SKF 6207-2Z
905,SPM-HEM-010,Oil Seal,-,75 x 90 x 8
906,SPM-TRN-007,V-Block Plate,SSS,P31MC 0067
907,SPM-COM-094,Pressure Regulator,SMC,AW20-02BCG-2-D
908,SPM-COP-006,Auto Drain,SST,ADH4000-04
909,SPM-MCY-163,Air Dryer,SST,IDG100-F04
910,SPM-TRN-005,Air Cylinder,SST,MDBF40-220Z-M9BZ
911,SPM-TRN-006,Air Cylinder,SST,MDBF63-175Z-M9BL
912,SPM-OXI-012,Solenoid valve,Air TAC,4V21008A Coil 220V
913,SPM-WAS-036,Pressure Regulator,SMC,AR40-04G-D
914,SPM-MCY-001,Air Cylinder,SMC,MGPM40-25Z-M9BW
915,SPM-MCY-002,Air Cylinder,SMC,CDQ2KB50-40DZ-M9BW
916,SPM-MCY-003,Solenoid Valve,SMC,SY7420-5LZD-C8
917,SPM-MCY-004,Solenoid Valve,SMC,VF3130-5DU1-02
918,SPM-MCY-005,Solenoid Valve,SMC,VQZ2120-5LO1-C6
919,SPM-MCY-006,Vacuum Pad,SMC,ZPT40BN-B8
920,SPM-MCY-007,Regulator,SMC,AW40-04BG-B
921,SPM-MCY-009,Air Cylinder,SMC,CDM2FZ25-160Z
922,SPM-MCY-014,Air Chuck,SMC,MHL2-20D1
923,SPM-MCY-015,Air Cylinder,SMC,MGPM50-25Z-M9BWL
924,SPM-MCY-016,Solenoid Valve,SMC,SY7240-5DZ-03
925,SPM-MCY-017,Air Cylinder,SMC,CP36SDB63-250C-M9BW
926,SPM-MCY-018,Air Cylinder,SMC,CDM2FZ25-300Z
927,SPM-MCY-019,Air Cylinder,SMC,CDM2FZ25-200Z
928,SPM-MCY-020,Air Cylinder,SMC,CDM2FZ25-150Z
929,SPM-MCY-021,Pressure Regulator,SMC,ITV1050-312CL
930,SPM-MCY-026,Air Cylinder,SMC,CDQSB12-20D
931,SPM-MCY-027,Direction Control Valve,SMC,SY5420-5LZD-C6
932,SPM-MCY-029,Solenoid Valve,SMC,SY5120-5LZD-C8
933,SPM-MCY-030,Solenoid Valve,SMC,SY5120-5LZD-C6
934,SPM-MCY-034,Direction Control Valve,SMC,VM130-01-34RA
935,SPM-MCY-035,Direction Control Valve,SMC,VM130-01-32BA
936,SPM-MCY-022,Auto Switch,SMC,D-M9BW
937,SPM-MCY-023,Speed Controller,SMC,AS3201F-03-10SA
938,SPM-MCY-024,Flow Control Valve,SMC,AS2201F-02-08SA
939,SPM-MCY-025,Flow Control Valve,SMC,AS2201F-01-06SA
940,SPM-MCY-028,Speed Control Valve,SMC,AS2201F-02-10SA
941,SPM-MCY-031,Flow Control Valve,SMC,AS2201F-01-06SA
942,SPM-MCY-032,Flow Control Valve,SMC,AS2201F-01-08SA
943,SPM-MCY-033,Lead Switch,SMC,D-M9BW
944,SPM-MC6-176,Vacuum Pad 32 mm.,SMC,ZP3M-T32RFSJB10
945,SPM-MC6-177,Vacuum Pad 50 mm.,SMC,ZP3M-T50RFSJB10
946,SPM-MC6-178,Vacuum Ejector,SMC,ZK2B15K5RWA-08-B
947,SPM-MC6-179,Mainfold Base for Valve,SMC,SS5Y5-20-02
948,SPM-RHK-030,Air Cylinder,SMC,MGPM40-25Z-XB6
949,SPM-MCY-100,Vaccum Pad,SMC,ZPT40BN-B10
950,SPM-HEM-095,Outer Turbine,SMC,P-20
951,SPM-RHK-020,Direction Control Valve,SMC,SY5140-5DZ
952,SPM-RHK-021,Solenoid Valve,SMC,SY7440-5DZ-02
953,SPM-RHK-022,Solenoid Valve,SMC,SY5240-5DZ
954,SPM-RHK-023,Air Cylinder,SMC,CDQ2A100-260DCZ-M9BWL-XB10
955,SPM-RHK-029,Cylinder,SMC,MGPM-32-252
956,SPM-RHK-015,Set of Wearing Parts,SMC,MGP32-Z-PS
957,SPM-RHK-017,Cylinder,SMC,CDQ2A100-260DCZ-M9BWL-XB10
958,SPM-RHK-018,Auto Switch,SMC,D-M9BAVL
959,SPM-RHK-013,Cylinder,SMC,MGPM32-50Z-M9BWL
960,SPM-SCR-001,"Solenoid valve 1/2""",SMC,VZWF-B-L-M22C-012-135-E-1P4-10-R1
961,SPM-SCR-002,MANN Filter,SMC,C11 100
962,SPM-SCR-003,Pressure Switch,SMC,DGM525
963,SPM-SCR-005,Solenoid valve 5-4,Genreal Tech,03-EVA 5-4
964,SPM-SCR-006,Solenoid valve 10-4,Genreal Tech,03-EVA 10-4
965,SPM-SCR-007,Absorber 2010249,SMC,Drying agent cartridge
966,SPM-SCR-008,Absorber 5323946,Automatech,Activated carbon sachet
967,SPM-SCR-009,IO Extension Module,SMC,BL20-2RFID-S
968,SPM-SCR-011,Solenoid Valve,SMC,AB41-03-6-02H-DC24V
969,SPM-SCR-012,Solenoid Valve,SMC,WP8551B301MO
970,SPM-SCR-013,Pressure Switch,SMC,DDCM252
971,SPM-SCR-015,ET-Modul,SMC,PF3EVFAZ0
972,SPM-NAU-003,Solenoid Valve,SMC,SY7120-5LZ-01
973,SPM-NAU-004,Solenoid Valve,SMC,SY7120-5LZ-02
974,SPM-PRE-007,Air Cylinder With Guid,SMC,4347482
975,SPM-MC4-075,Guide Cylinder Open-Close Clamp,SMC,
976,SPM-MC4-058,Soft Start-Up Valve,SMC,AV5000-F10-5DZ-Q
977,SPM-MC4-032,Auto switch,SMC,D-M9BW
978,SPM-COM-032,Regulator,SMC,AR30-03BG-1-A
979,SPM-COM-019,Filter Regulator,SMC,AW20-02BG-2-D
980,SPM-COP-001,Timer Condensate Drain,SMC,EZ-1 G1/2 230 VAC 16 BAR RED+BVS
981,SPM-COM-046,Air Combination Set,SMC,AC30-03DG-A
982,SPM-COB-064,Pressure Regulator,SMC,AR10-M5BG-A
983,SPM-COB-071,Cylinder Vacuum Hood Combo Coater,SMC,MGPM32-300Z
984,SPM-COB-072,Pressure Switch,SMC,ISE20C-R-M-02-W
985,SPM-COB-073,Solenoid Valve,SMC,VT307-4DZ1-02
986,SPM-COB-074,Solenoid Valve,SMC,VT307-5DZ1-02
987,SPM-COB-068,Solenoid Valve (SY7420-5DZ-02),SMC,Solenoid Valve (SY7420-5DZ-02)
988,SPM-COB-069,Lead Switch,SMC,D-M9NW
989,SPM-COB-052,Lead Switch,SMC,D-M9BAV-WY
990,SPM-COB-011,Solenoid Valve,SMC,SY7120-5DZ-02
991,SPM-COB-012,Solenoid Valve,SMC,SY7220-5DZ-02
992,SPM-MC4-118,Air Cylinder,SMC,MLGPM50-175Z-B
993,SPM-MC6-036,Valve Blow Out Tank,SMC,VEX1900-20
994,SPM-RHK-045,Guide Cylinder,FGW,MY1M25-250-M9B
995,SPM-COM-068,Air Combination,SMC,AC30A-03DG-B
996,SPM-MCY-162,Air Cylinder,SMC,CDQSB12-20D
997,SPM-COB-092,Pressure Regulator,,AW40-04BDE-D
998,SPM-COM-088,Pressure Regulator,,AR20-N01B-Z-D
999,SPM-PRE-067,AIR CYLINDER,SST,CDM2T40-75Z-M9B
1000,SPM-TRN-001,Vacuum Pad 32 mm.,SMC,ZP3M-T32RFSJB10
1001,SPM-TRN-002,Vacuum Pad 50 mm.,SMC,ZP3M-T50RFSJB10
1002,SPM-TRN-003,Vacuum Ejector,SMC,ZK2B15K5RWA-08-B
1003,SPM-TRN-004,Mainfold Base for Valve,SMC,SS5Y5-20-02
1004,SPM-MCY-154,Flow Control Valve,SMC,AS2201F-02-10SA
1005,SPM-MCY-155,Direction Control Valve,SMC,VXZ262KZ2A
1006,SPM-MCY-157,Air Cylinder,SMC,CP96SDB63-250C-M9BW
1007,SPM-MCY-156,Direction Control Valve,SMC,SY7320-5LZD-C10
1008,SPM-MCY-158,Direction Control Valve,SMC,VM130-01-32GA
1009,SPM-MCY-159,Solenoid Valve,SMC,4V210-08B
1010,SPM-MCY-160,Air Cylinder,SMC,CP96SDD50-250C
1011,SPM-MCY-161,Air Cylinder,SMC,SDA12X20-S
1012,SPM-MCY-143,Air Cylinder,,MF25X150SU
1013,SPM-COB-089,Cylinder,SMC,MLGPM50-250Z-B
1014,SPM-COM-083,Pressure Regulator,SMC,AC30A-03DG-D
1015,SPM-MCY-137,Belt Conveyor Out Feed,,W250xL4350xT3mm.
1016,SPM-BLD-001,Bladder,SW Support,42/5 mm.
1017,SPM-MC4-027,Bottom seal,SW Support,Bottom seal
1018,SPM-PRE-027,Silicone PAD,SW Support,
1019,SPM-BLD-016,Bladder,SW Support,52/5 mm.
1020,SPM-BLD-015,Bladder,SW Support,190.5/5 mm.
1021,SPM-BLD-013,Bladder,SW Support,54/2 mm.
1022,SPM-BLD-014,Bladder,SW Support,118.4/5 mm.
1023,SPM-BLD-007,Bladder,SW Support,51/5 mm.
1024,SPM-BLD-008,Bladder,SW Support,54/5 mm.
1025,SPM-BLD-009,Bladder,SW Support,110/5 mm.
1026,SPM-COM-081,Ring Clamp,SW Support/U-Source,105.7/10 mm./MC4
1027,SPM-COM-082,Ring Clamp,SW Support/U-Source,52/5 mm./COMBO
1028,SPM-COM-069,Ring Clamp,SW Support/U-Source,Free Size/All
1029,SPM-COM-070,Ring Clamp,SW Support/U-Source,42/5 mm./MCY
1030,SPM-COM-071,Ring Clamp,SW Support/U-Source,51/5 mm./COMBO
1031,SPM-COM-072,Ring Clamp,SW Support/U-Source,54/5 mm./MCY
1032,SPM-COM-073,Ring Clamp,SW Support/U-Source,63/5 mm./COMBO
1033,SPM-COM-074,Ring Clamp,SW Support/U-Source,"93/5 mm./MC6,MC4"
1034,SPM-COM-075,Ring Clamp,SW Support/U-Source,"99.2/5 mm./MC6,MC4"
1035,SPM-COM-076,Ring Clamp,SW Support/U-Source,"105.7/5 mm./MC6,MC4"
1036,SPM-COM-077,Ring Clamp,SW Support/U-Source,"110/5 mm./MC6,MC4"
1037,SPM-COM-078,Ring Clamp,SW Support/U-Source,"118.4/5 mm./MC6,MC4"
1038,SPM-COM-079,Ring Clamp,SW Support/U-Source,"118.4/10 mm./MC6,MC4"
1039,SPM-COM-080,Ring Clamp,SW Support/U-Source,165/5 mm./MC6
1040,SPM-PRE-023,Silicone sheet,SW Support,THK 10mm. x W280 x L330mm.
1041,SPM-TRN-026,IAI Control PROFI,"System Upgrade Solution Bkk Co.,Ltd.",SCON-CB-400WAI-PRT-0-2
1042,SPM-TRN-027,IAI Robot Motor,"System Upgrade Solution Bkk Co.,Ltd.",RCS4-MUSRA8C
1043,SPM-MC4-174,Actuator (Set),T.V.P. Valve,APS-070/090-12-F05/F07-V17-E
1044,SPM-MC4-175,Actuator (Set),T.V.P. Valve,APS-090/090-12-F05/F07-V17-H
1045,SPM-MC4-176,Sleeve RED,T.V.P. Valve,A17/V9
1046,SPM-MC4-177,Sleeve RED,T.V.P. Valve,A17/V14
1047,SPM-NAU-022,Check valve,T.V.P. Valve,"1/2"""
1048,SPM-OXI-001,Fuse 250A,,660GH-250 660V 250AM
1049,SPM-COB-081,AC Servo Motor,,HC-KFS43B
1050,SPM-SCB-008,Spray Nozzle (PP),,Model CDH 16T
1051,SPM-OXI-003,Power regulator (SCR),SANGI ElECTRIC,SCR-3ATP230 (230A)
1052,SPM-OXI-004,Thermocouple Probe,Thaifurness,Type K
1053,SPM-OXI-005,Thermocouple wire,Thaifurness,Type K
1054,SPM-OXI-006,Thermocouple wire,Thaifurness,Type R
1055,SPM-OXI-007,Programmable controller,Thaifurness,PCA1A00-200
1056,SPM-OXI-008,Limit Switch,Pten,WLCA12-2-Q
1057,SPM-OXI-009,Digital indicating controller,Shinho,BCD2A00-06
1058,SPM-OXI-010,Magnetic Contactors,Mitsubishi,S-N150
1059,SPM-OXI-011,Main Braker,Mitsubishi,NF-630-CW
1060,SPM-HEM-119,Chain,Thaipattanasin,40-2R
1061,SPM-HEM-120,Connecting Link,Thaipattanasin,CL40-2
1062,SPM-NAU-001,Oil seal 45 x 60 x 8 NBR,Thaiphatanasin,For rotaryvalve R-102
1063,SPM-NAU-002,Oil seal 50 x 65 x 10 NBR,Thaiphatanasin,For rotaryvalve R-101
1064,SPM-SCR-019,Actuator,KANA,SQN75.6K4A21
1065,SPM-COM-085,Power Supply S8FS-C10024,Omron,Power Supply S8FS-C10024
1066,SPM-MC4-113,Laser Distance Sensor,,OY2P303A0135
1067,SPM-MC4-114,Retro-Reflex Sensor,,P1KL002
1068,SPM-COM-020,Power Supply,Omron,S8FS-G150214CD
1069,SPM-COM-026,Air Gun,SMC,VMG11BU-02-05
1070,SPM-DIS-009,Chain,KANA,60SS-1R
1071,SPM-MC4-026,Ball bearing,Thaiphatanasin,9.5 mm.
1072,SPM-MC4-082,Gates Poly Chain GT Carbon,Thaiphatanasin,8MGT-1600 USA
1073,SPM-DIS-005,Chain Joint,Thaiphattanasin,60
1074,SPM-DIS-006,Roller Joint,Thaiphattanasin,60
1075,SPM-WAS-033,Bravo Butterfly Valve Wafer,BRAVO,"TB-23 5"""
1076,SPM-PRE-038,Chain Joint,Thaiphattanasin,80
1077,SPM-PRE-039,RollerJoint,Thaiphattanasin,80
1078,SPM-CLN-019,Chain,KANA,25-1R
1079,SPM-CLN-020,Chain,KANA,35-1R
1080,SPM-HEM-113,Mechanical Seal,PSS,Size 55mm. Z-114
1081,SPM-MCY-036,Backplane (Delta),Delta,PLC AHBP06M1-5A
1082,SPM-MCY-037,Backplane (Delta),Delta,PLC AHBP04M1-5A
1083,SPM-MCY-038,Digital Module (Delta),Delta,AH16AM10N-5A
1084,SPM-MCY-039,Analog Module (Delta),Delta,AH08DA-5A
1085,SPM-MCY-040,Power Module (Delta),Delta,PLC AHPs05-5A
1086,SPM-MCY-041,Servo Motor (Delta),Delta,ECMA-CA0604SS
1087,SPM-MCY-042,Digital Module (Delta),Delta,AH16AN01T-5A
1088,SPM-MCY-043,Ethernet RTU Module (Delta),Delta,AHRTU-ETHN-5A
1089,SPM-MCY-044,Digital Input Module (Delta),Delta,AH32AM10N-5C
1090,SPM-MCY-045,Communication Module (Delta),Delta,AH10EN-5A
1091,SPM-MCY-046,Extension Board (Delta),Delta,UB-10-ID16A
1092,SPM-MCY-047,Digital Module (Delta),Delta,AH32AN02T-5C
1093,SPM-MCY-048,Extension Board (Delta),Delta,UB-10-ID32A
1094,SPM-MCY-049,Analog Input Module (Delta),Delta,AH08AD-5A
1095,SPM-MCY-050,Digital Module (Delta),Delta,AH16AP11R-5A
1096,SPM-MCY-054,Servo Drive (Delta),Delta,ASD-A2-1021-E
1097,SPM-MCY-055,Power Supply,Delta,DRL-24V480W1AA
1098,SPM-MCY-059,Servo Drive (Delta),Delta,ECMA-C10807RS
1099,SPM-MCY-061,Servo Drive (Delta),Delta,ASD-A2-0721-E
1100,SPM-MCY-062,Servo Drive (Delta),Delta,ASD-A2-0421-E
1101,SPM-MCY-063,Inverter (Delta),Delta,MS300 VFD5A5MS43AFSAA 3HP 3Ph
1102,SPM-MCY-064,Inverter (Delta),Delta,MS300 VFD9A0MS43AFSAA 5HP 3Ph
1103,SPM-MCY-067,Inverter (Delta),Delta,MS300 VFD4A8MS21AFSAA 1HP 230V
1104,SPM-SCR-035,Switch Amplifier,Delta,KFD2-SR2-Ex2W (No.203355)
1105,SPM-SCR-036,Teamperature Converter With Trip,Delta,KFD2-GUT-Ex.1D (No.231225)
1106,SPM-STM-001,Air Cylinder,Delta,CMK2-LB-32-100
1107,SPM-STM-002,Limit Switch,Delta,TMD1703
1108,SPM-STM-003,Limit Switch,Delta,Z-15GW255-B
1109,SPM-STM-004,Timer,Delta,H3Y-4 200-230V
1110,SPM-SCR-026,Compensator,Delta,UGK2H2-0355-24193R3
1111,SPM-MCY-098,Main Backplane (Delta),Delta,AHBP07M2-5A
1112,SPM-MCY-092,AC Servo Motor (Delta),Delta,ECMA-CA0602SS
1113,SPM-MCY-093,AC Servo Motor (Delta),Delta,ECMA-CA0604RS
1114,SPM-MCY-094,Temperature Module (Delta),Delta,AH04PT-5A
1115,SPM-MCY-095,CPU Module (Delta),Delta,AH20EMC-5A
1116,SPM-MCY-096,Communication Module (Delta),Delta,AH10PFBS-5A
1117,SPM-MCY-097,Ethernet  Switches (Delta),Delta,DVS-108W02-2SFP
1118,SPM-MCY-102,Industrail PC (Delta),Delta,IPC-A300-I734AE00
1119,SPM-MCY-105,Bladder,Tong Li,Size 67.00
1120,SPM-MCY-106,Bladder,Tong Li,Size 86.00
1121,SPM-MCY-107,Bladder,Tong Li,Size 66.50
1122,SPM-MCY-108,Peristatic pump,JXHIN,JXHIN40
1123,SPM-MCY-109,Linear Bush,YTP,LMF0UU
1124,SPM-MCY-110,Spocket,Tong Li,
1125,SPM-MCY-112,W3 Z Screw,Tong Li,R25-10T3-FSI-280-0.05
1126,SPM-MCY-113,W1/W2 Z1 Screw,Tong Li,R25-10T3-FSI-415-0.05
1127,SPM-MCY-114,W1/W2 Z1 Screw,Tong Li,R16-ST3-FSI-175-0.05
1128,SPM-MCY-115,Flip Z Screw,Tong Li,R25-5T3-FSI-260-0.05
1129,SPM-MCY-116,Coating lifting screw,Tong Li,R25-10T3-FSI-445-0.05
1130,SPM-MCY-068,Ball Screw,,HIWIN SB0BC73150
1131,SPM-MCY-069,Magnetic Contactors,Siemens,3RT6023-1AN20
1132,SPM-MCY-070,Slip Ring,"Senring Electronics Co.,Ltd.",3004012-74-62790
1133,SPM-MCY-071,Vacuum Pump,Amila,MN20-B 0.4-0.6mpa
1134,SPM-MCY-072,Vacuum Switches,Amila,MP20-NPN-L
1135,SPM-MCY-073,Zero Point Systems Centering Pin1,Euk,EFL1408
1136,SPM-MCY-074,Zero Point Systems Centering Pin2,Euk,EDL1408
1137,SPM-MCY-075,Zero Point Systems,Euk,EZPS82
