PartID,PartCode,PartName,Brand,Description
1138,SPM-MCY-076,Sealing Strip,,12x12 mm.
1139,SPM-MCY-079,Pick & Place Z Reducer,Sensudrive,NMRV040
1140,SPM-MCY-080,Pick & Place X Reducer,Sesame,PGL-115-7
1141,SPM-MCY-081,Flip Servo Motor Reducer,Sesame,PGL-115-L2-30
1142,SPM-MCY-082,Flip A1 Coupling,Coup-Link,LK8-65-32-22
1143,SPM-MCY-083,Flip Z Coupling,Coup-Link,LK8-40-14-16
1144,SPM-MCY-084,Weighing Z1 Coupling,Coup-Link,LK8-40-16-16
1145,SPM-MCY-085,Weighing Z2 Coupling,Coup-Link,LK8-30-14-12
1146,SPM-MCY-086,Unloading X Coupling,Coup-Link,LK8-55-22-16
1147,SPM-MCY-087,0/180 Positioning Electromagnet,KDA,YR-SP35/29K
1148,SPM-MCY-088,Weighing Z2 Linear Guide,HIWIN,HGH15CA2R150ZAH+ZZ
1149,SPM-MCY-089,Pick Electromagnet,Tong Li,Diamiter 42
1150,SPM-MCY-090,Pick Electromagnet,Tong Li,Diamiter 54
1151,SPM-MCY-091,Pick Electromagnet,Tong Li,Diamiter 63.5
1152,SPM-MCY-066,Lead Switch,Airtac,DMSG-020
1153,SPM-MCY-103,Bladder,Tong Li,Size 45.00
1154,SPM-MCY-104,Bladder,Tong Li,Size 57.50
1155,SPM-MCY-111,Spocket,Tong Li,-
1156,SPM-MCY-141,Sealing Strip,,12x12 mm.
1157,SPM-MCY-142,Conveyor,Tongli,
1158,SPM-MCY-117,Inner Cleaning Z,Tongli,HX95WG10C150M4
1159,SPM-MCY-118,Inner Cleaning X,Tongli,HX952WG10C175M4S
1160,SPM-MCY-119,Weighing Z1 Guide Bar,Tongli,WDC540-392L
1161,SPM-MCY-120,W3 Guide Bar,Tongli,WDCS40-2421
1162,SPM-MCY-121,Guide Bar,Tongli,WDCS20-296L
1163,SPM-MCY-122,V Guide Bar,Tongli,WDCS40-2421
1164,SPM-MCY-123,Loading Guide Bar Guide Bar,Tongli,WDCS20346L
1165,SPM-MCY-124,Guide Bar,Tongli,WDCS20-240L
1166,SPM-MCY-125,Flip A1 Guide Bar,Tongli,WDCS30-140L
1167,SPM-MCY-126,Flip A2 Guide Bar,Tongli,WDCS30-140
1168,SPM-MCY-127,Conveyor,Tongli,
1169,SPM-HEM-002,Mechanical Seal P4,TP Engineering,SP-200 60/ 40 MM
1170,SPM-COM-027,Mechanical Seal 25-40,TP Engineering,560 D 25-40
1171,SPM-HEM-008,Face Tungsten 1 (Stationary P4),TP Engineering,125 x 92 x t5
1172,SPM-HEM-020,Face Tungsten 2  (Rotating P4),TP Engineering,150 x 105 x t5
1173,SPM-WAS-011,Mechanical Seal WAS,TP Engineering,-
1174,SPM-WAS-002,Mechanical Seal 15 mm.,Marshal,T604 15 mm. CAR/CBR/NBR
1175,SPM-WAS-003,Mechanical Seal 18 mm.,Marshal,T604 18 mm. SIC/SIC/VITION
1176,SPM-HEM-043,Rubber hose Z-112-118,MOUVEX,1 Inch
1177,SPM-HEM-070,Boot EPDM For AS25,MOUVEX,PUMP AS25
1178,SPM-WAS-018,Motor Gear,Cyclo,CNVM02-6080-6
1179,SPM-LIG-003,Xenon Lamp,Wacom,KXL-501HF
1180,SPM-HEM-005,Fuse base,Trisak Automation,Afa 200 AC 600 V/200 A
1181,SPM-COM-017,Hi Pressure Control,TRS,YK-03H
1182,SPM-COM-018,Low Pressure Control,TRS,YK-03L
1183,SPM-BLD-002,Bladder,U Source,105.7/5 mm.
1184,SPM-BLD-011,Bladder,U Source,93/7 mm.
1185,SPM-BLD-012,Bladder,U Source,Free Size/All
1186,SPM-BLD-003,Bladder,U Source,63.5/3 mm.
1187,SPM-BLD-004,Bladder,U Source,63.5/5 mm.
1188,SPM-BLD-005,Bladder,U Source,105.7/7 mm.
1189,SPM-BLD-006,Bladder,U Source,165.1/5 mm.
1190,SPM-BLD-010,Bladder,U Source,134/5 mm.
1191,SPM-SCR-037,Robust controller and display,VEGA,CR-222 22Q
1192,SPM-SCR-038,Wired radar sensor for continuous,VEGA,RA-222 22K
1193,SPM-WAS-014,Rota Meter,+GF+,Rota Meter (50-500 l/h)
1194,SPM-WAS-015,Rota Meter,+GF+,Rota Meter (100-1000 l/h)
1195,SPM-WAS-030,,VICCHI,"Type 514, 3/4"""
1196,SPM-WAS-031,,VICCHI,Type GK10 (min)
1197,SPM-SCB-006,,,"200 L/Hr Type 335,DN 25"
1198,SPM-SCB-007,,,"200 L/Hr Type 335,DN 40"
1199,SPM-MC6-164,Dip Pan,W.E. Engineering,W360xL550xH245
1200,SPM-MC6-165,Exhaust Pipe,W.E. Engineering,Dia.200xH465
1201,SPM-COB-090,Drain Air Pipe,W.E. Engineering,Dia.200xH520
1202,SPM-MC6-160,Connection Line,Wenglor,S80W-20M
1203,SPM-MC6-010,Connection Units,IFM,EVC001
1204,SPM-MC6-032,Inductive Sensor,IFM,GR711S
